SampN,As,Au,Cu,Mo,bn_ppm,cp_ppm,cc_ppm,cv_ppm,en_ppm,py_ppm,po_ppm,mb_ppm,ga_ppm,sp_ppm,TS_ppm,Rock,Alteration
51554,2490,0.02,1.54,35,12000,6000,12000,0,0,30000,0,0,0,0,60000,IGN,AAA
39089,50,0.1,0.38,76,0,18000,0,0,0,12000,0,0,0,0,30000,QMD,PHY
48026,50,0.03,1.35,435,6000,21000,0,0,0,3000,0,0,0,0,30000,VA,PRO
32351,390,0.03,1.71,140,12000,24000,0,0,0,4000,0,0,0,0,40000,VA,AAA
29487,50,0.01,0.62,54,0,0,4000,0,4000,32000,0,0,0,0,40000,IGN,AAA
16745,916,0.87,0.81,7.28,0,8750,0,0,0,26250,0,0,0,0,35000,QMD,PHY
28907,56,0.04,0.25,43,0,8000,0,0,0,32000,0,0,0,0,40000,QMD,PHY
44867,560,0.06,0.2,19,0,4000,0,0,0,36000,0,0,0,0,40000,QMD,PHY
29341,1385,0.04,0.47,365,0,2500,0,0,5000,42500,0,0,0,0,50000,QMD,AAA
17238,13.3,0.01,0.04,5.89,0,8000,0,0,0,30800,0,1200,0,0,40000,QMD,IAA
24173,18.45,0.06,0.16,31.4,0,6000,0,0,0,54000,0,0,0,0,60000,QMD,UAL
78712,77.75,0.01,0.04,4.82,0,0,0,0,0,10000,0,0,0,0,10000,RHY,PHY
39183,50,0.08,0.43,45,0,8000,0,0,0,32000,0,0,0,0,40000,QMD,PHY
16234,121,0.03,0.15,12.9,0,0,0,0,0,30000,0,0,0,0,30000,QMD,IAA
18824,69.15,0.07,0.22,19.8,0,5200,0,0,0,59800,0,0,0,0,65000,QMD,PHY
61344,740,0.15,0.96,35,0,16000,0,0,0,24000,0,0,0,0,40000,QMD,PHY
31839,50,0.02,0.01,5,0,0,0,0,0,20000,0,0,0,0,20000,IGN,AAA
45460,50,0.19,0.64,19,0,12000,0,0,0,8000,0,0,0,0,20000,QMD,PHY
37562,50,0.2,0.36,26,0,12000,0,0,0,18000,0,0,0,0,30000,QMD,PHY
70944,50,0.1,0.75,58,0,18000,0,0,0,12000,0,0,0,0,30000,QMD,PHY
62962,50,0.05,0.41,92,0,8000,0,0,0,12000,0,0,0,0,20000,QMD,AAA
75312,50,0.09,1.34,82,4000,24000,0,0,0,12000,0,0,0,0,40000,VA,PRO
12493,6.5,0.03,0.29,113,0,3000,0,0,0,26100,0,900,0,0,30000,QMD,PTS
69353,110,0.08,0.86,155,3000,24000,0,0,0,3000,0,0,0,0,30000,QMD,AAA
13366,129.5,0.28,0.33,23.4,0,8750,0,0,0,26250,0,0,0,0,35000,QMD,PHY
65714,50,0.17,0.59,40,0,12000,0,0,0,28000,0,0,0,0,40000,QMD,PHY
77703,8.53,0.18,0.53,38.05,0,21000,0,0,0,39000,0,0,0,0,60000,QMD,PHY
58062,50,0.04,0.36,26,0,15000,0,0,0,15000,0,0,0,0,30000,QMD,PHY
55087,210,0.02,0.37,95,0,9000,0,0,0,21000,0,0,0,0,30000,VA,PRO
61335,490,0.3,0.87,31,0,12000,0,0,0,18000,0,0,0,0,30000,QMD,PHY
32475,330,0.03,1.01,145,0,12000,0,0,0,8000,0,0,0,0,20000,QMD,IAA
83657,170,0.08,1.37,19,5000,35000,0,0,0,10000,0,0,0,0,50000,VA,PRO
14731,4,0.07,0.47,12.65,0,13500,0,0,0,16500,0,0,0,0,30000,QMD,PHY
33797,50,0.13,2.88,185,32000,0,8000,0,0,0,0,0,0,0,40000,VA,PRO
24514,7.37,0.04,0.07,6.36,0,2000,0,0,0,38000,0,0,0,0,40000,QMD,AAA
40744,50,0.02,0.46,26,6000,2000,0,0,0,2000,0,0,0,0,10000,VA,PRO
40771,130,0.06,0.68,57,4000,6000,0,0,0,0,0,0,0,0,10000,VA,PRO
63020,50,0.07,0.52,105,0,21000,0,0,0,9000,0,0,0,0,30000,QMD,AAA
64412,50,0.09,0.65,62,35000,5000,0,0,0,10000,0,0,0,0,50000,QMD,PHY
42453,50,0.03,1.34,88,0,24000,0,0,0,16000,0,0,0,0,40000,VA,AAA
70601,290,0.06,1.43,15,18000,6000,0,0,0,36000,0,0,0,0,60000,QMD,PHY
85547,50,0.2,1.09,310,0,10000,0,0,0,0,0,0,0,0,10000,QMD,PHY
62201,50,0.15,0.68,96,6000,15000,0,0,0,9000,0,0,0,0,30000,QMD,PHY
33409,50,0.02,0.68,63,2000,14000,0,0,0,4000,0,0,0,0,20000,VA,PRO
79656,201.4,0.01,0.01,8.3,0,0,0,0,0,10000,0,0,0,0,10000,QMD,UAL
28810,50,0.13,1.26,145,0,10000,0,0,0,40000,0,0,0,0,50000,IGN,AAA
32061,50,0.08,1.64,135,8000,2000,0,0,0,0,0,0,0,0,10000,VA,PRO
47279,490,0.03,0.55,18,2000,6000,0,0,0,12000,0,0,0,0,20000,VA,AAA
53257,50,0.02,1.18,5,0,20000,0,0,0,20000,0,0,0,0,40000,VA,AAA
49613,50,0.04,1.39,22,0,27000,0,0,0,3000,0,0,0,0,30000,VA,PRO
69871,50,0.02,0.52,5,10000,0,0,0,0,0,0,0,0,0,10000,VA,PRO
16927,32.8,0.18,0.19,15.7,0,4200,0,0,0,5500,0,300,0,0,10000,QMD,PHY
58501,110,0.1,1.07,22,0,15000,0,0,0,35000,0,0,0,0,50000,HBX,PHY
29596,78,0.03,0.53,48,0,27000,0,0,0,3000,0,0,0,0,30000,VA,PRO
55125,50,0.1,0.32,57,0,3000,0,0,0,27000,0,0,0,0,30000,VA,PHY
37996,50,0.04,0.33,24,0,12000,0,0,0,48000,0,0,0,0,60000,QMD,AAA
13141,2.6,0.04,0.23,14.4,0,10500,0,0,0,4500,0,0,0,0,15000,QMD,PTS
33188,50,0.08,1.19,5,4000,32000,0,0,0,4000,0,0,0,0,40000,IGN,IAA
41086,50,0.14,1.29,22,0,15000,0,0,0,15000,0,0,0,0,30000,VA,PRO
35047,50,0.08,3.05,5,0,42000,0,0,0,18000,0,0,0,0,60000,VA,IAA
82568,50,0.14,4.07,57,20000,30000,0,0,0,0,0,0,0,0,50000,VA,IAA
54967,50,0.04,2.14,5,0,24000,0,0,0,36000,0,0,0,0,60000,VA,IAA
57577,50,0.07,1.69,76,0,32000,0,0,0,48000,0,0,0,0,80000,VA,IAA
18122,182.5,0.04,0.25,78.9,5500,13750,0,0,0,35750,0,0,0,0,55000,HBX,IAA
13874,144,0.01,0.29,51.7,0,6000,0,0,0,34000,0,0,0,0,40000,QMD,AAA
34296,50,0.1,0.67,165,0,12000,0,0,0,28000,0,0,0,0,40000,QMD,AAA
69429,160,0.04,0.54,77,0,7500,0,0,0,17500,0,0,0,0,25000,QMD,PHY
54703,50,0.52,2.04,36,6000,42000,0,0,0,12000,0,0,0,0,60000,QMD,PHY
24045,12.2,0.41,1.08,21.9,0,9000,18000,0,0,33000,0,0,0,0,60000,QMD,AAA
30435,50,0.04,1.55,58,8000,0,0,0,0,32000,0,0,0,0,40000,VA,IAA
77741,172.25,0.2,0.63,63.6,0,12000,0,0,0,28000,0,0,0,0,40000,QMD,PHY
33346,50,0.02,0.96,16,17500,0,0,0,0,7500,0,0,0,0,25000,VA,PRO
35565,50,0.08,1.89,5,0,31500,0,0,0,3500,0,0,0,0,35000,VA,IAA
29358,25,0.14,1.14,175,0,24000,0,0,0,6000,0,0,0,0,30000,QMD,PHY
66103,50,0.02,1.4,37,4000,16000,0,0,0,20000,0,0,0,0,40000,QMD,AAA
39078,50,0.02,0.02,5,0,0,0,0,0,10000,0,0,0,0,10000,BIGD,PHY
53300,50,0.06,1.96,13,0,60000,0,0,0,0,0,0,0,0,60000,VA,AAA
37704,50,0.6,0.2,22,0,6000,0,0,0,24000,0,0,0,0,30000,QMD,PHY
48865,50,0.04,1.31,165,0,21000,0,0,0,9000,0,0,0,0,30000,QMD,IAA
33807,50,0.04,0.95,27,0,2000,8000,0,0,10000,0,0,0,0,20000,VA,PRO
74343,50,0.04,1.69,5,0,12000,0,0,0,28000,0,0,0,0,40000,IGN,IAA
24426,13,0.01,0.01,0.91,0,0,0,0,0,3000,0,0,0,0,3000,HWS,UAL
55092,330,0.19,0.37,42,0,16000,0,0,0,24000,0,0,0,0,40000,QMD,PHY
46720,50,0.23,0.09,5,0,5000,0,0,0,45000,0,0,0,0,50000,QMD,PHY
30825,50,0.06,0.94,145,0,14000,0,0,0,6000,0,0,0,0,20000,IGN,PHY
32090,50,0.05,0.99,63,3000,0,0,0,0,7000,0,0,0,0,10000,VA,IAA
39147,50,0.12,0.4,195,0,10000,0,0,0,10000,0,0,0,0,20000,QMD,PHY
57970,50,0.39,0.86,30,0,26000,0,0,0,14000,0,0,0,0,40000,QMD,PHY
45701,220,0.01,0.17,38,0,9000,0,0,0,21000,0,0,0,0,30000,IGN,AAA
55424,50,0.05,0.97,63,0,28000,0,0,0,12000,0,0,0,0,40000,QMD,AAA
72810,360,0.08,0.62,150,3000,9000,0,0,0,18000,0,0,0,0,30000,QMD,AAA
34148,890,0.05,1.66,36,0,0,12000,6000,0,22000,0,0,0,0,40000,IGN,AAA
63563,150,0.04,1.32,14,0,27000,0,0,0,3000,0,0,0,0,30000,IGN,AAA
49275,50,0.04,0.6,69,3000,21000,0,0,0,6000,0,0,0,0,30000,VA,PRO
32487,1330,0.09,1.17,62,6000,6000,0,0,0,8000,0,0,0,0,20000,QMD,IAA
62205,50,0.07,0.77,150,3000,21000,0,0,0,6000,0,0,0,0,30000,QMD,PHY
32247,520,0.04,0.81,58,6000,0,0,0,6000,18000,0,0,0,0,30000,IGN,AAA
59978,50,0.02,0.57,29,6000,0,0,14000,0,0,0,0,0,0,20000,VA,PRO
14688,6.4,0.05,0.78,84.1,0,1000,0,0,0,9000,0,0,0,0,10000,QMD,PRO
35626,50,0.04,0.73,20,6000,4000,0,0,0,0,0,0,0,0,10000,VA,PRO
18651,23.95,0.01,0.06,12.02,0,800,0,0,0,39200,0,0,0,0,40000,QMD,IAA
29233,50,0.04,1.39,165,20000,0,0,0,0,0,0,0,0,0,20000,VA,IAA
15808,29.3,0.15,0.68,12,0,9850.14,0,0,0,20749.86,0,0,0,0,30600,HBX,PHY
76072,180,0.1,0.5,120,0,6000,0,0,0,24000,0,0,0,0,30000,QMD,AAA
12084,11.5,0.16,0.43,18.1,0,7500,0,0,0,22500,0,0,0,0,30000,QMD,PHY
13211,6.4,0.09,0.42,606,0,12800,0,0,0,26000,0,1200,0,0,40000,QMD,PHY
55720,50,0.02,0.06,5,0,0,0,0,0,40000,0,0,0,0,40000,VA,PRO
78749,41.6,0.38,0.92,38.4,7000,21000,21000,0,0,21000,0,0,0,0,70000,QMD,PHY
76020,50,0.06,0.69,29,0,18000,0,0,0,12000,0,0,0,0,30000,VA,IAA
57617,780,0.06,1.06,125,0,14000,0,0,0,56000,0,0,0,0,70000,VA,AAA
41958,180,0.12,0.94,45,4000,24000,0,0,0,12000,0,0,0,0,40000,VA,IAA
12342,31.1,0.11,0.49,34.3,0,16000,0,0,0,22800,0,1200,0,0,40000,QMD,PHY
50520,50,0.11,2.18,91,4000,28000,0,0,0,8000,0,0,0,0,40000,VA,PRO
29893,25,0.03,1.05,13,0,24000,0,0,0,16000,0,0,0,0,40000,IGN,IAA
78848,46,0.1,0.08,9.26,0,0,0,0,0,30000,0,0,0,0,30000,QMD,PHY
63545,340,0.06,0.77,63,5000,0,10000,0,0,35000,0,0,0,0,50000,IGN,AAA
23614,1.7,0.25,0.14,4.83,0,26000,0,0,0,12000,0,2000,0,0,40000,QMD,UAL
18453,112.5,0.29,0.36,39.5,0,4200,0,0,0,10500,0,300,0,0,15000,FLT,PHY
36420,170,0.19,0.48,32,8000,16000,0,0,0,16000,0,0,0,0,40000,IGN,AAA
31094,50,0.04,1.34,5,0,15000,0,0,0,15000,0,0,0,0,30000,VA,IAA
49640,50,0.02,1.24,38,0,21000,0,0,0,9000,0,0,0,0,30000,VA,AAA
63568,50,0.04,1.89,5,3000,15000,0,0,0,12000,0,0,0,0,30000,VA,IAA
68164,200,0.01,0.81,130,9000,6000,0,0,0,15000,0,0,0,0,30000,IGN,AAA
53270,50,0.06,1.2,24,0,18000,0,0,0,42000,0,0,0,0,60000,VA,AAA
14161,24,0.06,0.32,35,0,6000,0,0,0,14000,0,0,0,0,20000,QMD,PHY
76086,50,0.05,0.32,64,0,9000,0,0,0,21000,0,0,0,0,30000,QMD,AAA
46240,50,0.1,0.7,79,0,28000,0,0,0,12000,0,0,0,0,40000,QMD,PHY
13771,45.6,0.05,0.13,25.2,0,5250,0,0,0,29750,0,0,0,0,35000,QMD,IAA
39117,140,0.11,0.76,74,0,18000,0,0,0,12000,0,0,0,0,30000,QMD,PHY
68893,50,0.06,0.44,155,0,12000,0,0,0,18000,0,0,0,0,30000,QMD,PHY
64937,50,0.06,0.69,13,0,24000,0,0,0,16000,0,0,0,0,40000,QMD,PHY
49683,50,0.04,0.31,325,0,6000,0,0,0,14000,0,0,0,0,20000,VA,PRO
47005,50,0.05,1.75,68,12000,9000,0,0,0,9000,0,0,0,0,30000,IGN,IAA
47674,50,0.06,0.54,86,0,0,0,0,0,40000,0,0,0,0,40000,IGN,AAA
74362,50,0.09,4.26,115,4000,28000,0,0,0,8000,0,0,0,0,40000,IGN,IAA
33311,50,0.25,2.1,14,9000,21000,0,0,0,0,0,0,0,0,30000,QMD,IAA
62925,50,0.02,0.04,5,0,0,0,0,0,20000,0,0,0,0,20000,BIGD,PHY
68129,630,0.01,0.42,495,0,0,0,0,0,30000,0,0,0,0,30000,IGN,AAA
31162,50,0.06,2.47,45,0,27000,0,0,0,3000,0,0,0,0,30000,VA,IAA
49749,50,0.07,0.4,98,0,9000,0,0,0,21000,0,0,0,0,30000,VA,PRO
42358,460,0.02,1.02,5,0,24000,0,0,0,56000,0,0,0,0,80000,IGN,IAA
34697,50,0.02,0.33,215,0,8000,0,0,0,2000,0,0,0,0,10000,IGN,PRO
41977,50,0.25,0.72,57,4000,12000,4000,0,0,20000,0,0,0,0,40000,QMD,AAA
13323,26.1,0.04,0.28,19.4,0,2000,0,0,0,18000,0,0,0,0,20000,QMD,PHY
72233,390,0.05,0.46,300,0,4000,0,0,0,16000,0,0,0,0,20000,QMD,AAA
74924,50,0.03,0.85,31,0,8000,0,0,0,12000,0,0,0,0,20000,VA,IAA
47389,50,0.05,0.16,5,0,1000,0,0,0,9000,0,0,0,0,10000,BIGD,AAA
66145,50,0.03,2.66,19,0,32000,0,0,0,8000,0,0,0,0,40000,VA,PRO
33007,50,0.05,0.85,44,5000,3000,0,0,0,2000,0,0,0,0,10000,VA,PRO
65618,290,0.02,0.22,28,0,0,0,0,0,30000,0,0,0,0,30000,IGN,AAA
13222,9.6,0.05,0.42,77.7,0,13200,0,0,0,26000,0,800,0,0,40000,QMD,PHY
53898,50,0.02,0.14,5,0,3570,0,0,0,17430,0,0,0,0,21000,BIGD,PRO
18860,178,0.17,1.89,7.27,0,16000,0,0,0,64000,0,0,0,0,80000,QMD,PHY
28511,290,0.09,2.01,37,2000,12000,0,0,0,6000,0,0,0,0,20000,VA,AAA
35199,50,0.08,0.77,150,0,12000,0,0,0,18000,0,0,0,0,30000,QMD,PHY
56864,50,0.35,1.83,130,18000,36000,0,0,0,6000,0,0,0,0,60000,QMD,PHY
16186,15.6,0.05,0.14,9.15,0,1500,0,0,0,13500,0,0,0,0,15000,QMD,PRO
45456,2140,0.38,0.84,55,0,20000,0,0,0,20000,0,0,0,0,40000,QMD,PHY
43016,50,0.01,0.01,5,0,3000,0,0,0,27000,0,0,0,0,30000,HWS,PRO
46699,50,0.01,0.23,51,0,16000,0,0,0,4000,0,0,0,0,20000,VA,PRO
80471,246.6,0.01,0.16,78.18,10000,10000,0,0,0,80000,0,0,0,0,100000,QMD,UAL
34207,150,0.64,5.48,115,80000,0,0,0,0,0,0,0,0,0,80000,VA,AAA
39060,50,1.02,0.94,27,0,24000,0,0,0,16000,0,0,0,0,40000,QMD,PHY
80336,105.4,0.03,0.17,14.24,8000,24000,0,0,0,48000,0,0,0,0,80000,QMD,PHY
63721,50,0.14,0.57,87,2000,16000,0,0,0,2000,0,0,0,0,20000,QMD,PHY
78696,793,1.17,1.95,22.73,20000,40000,10000,0,0,30000,0,0,0,0,100000,QMD,PHY
12313,29.9,0.16,0.36,103.5,0,9000,0,0,0,21000,0,0,0,0,30000,QMD,PHY
14705,6,0.01,0.58,49.5,0,12000,0,0,0,18000,0,0,0,0,30000,QMD,UAL
58038,50,0.06,0.56,36,0,28000,0,0,0,12000,0,0,0,0,40000,QMD,PHY
86422,50,0.05,1,21,0,10000,0,0,0,0,0,0,0,0,10000,VA,PRO
12315,13.2,0.13,0.23,8.4,0,4000,0,0,0,16000,0,0,0,0,20000,QMD,PHY
34806,50,0.1,0.09,5,0,5000,0,0,1000,4000,0,0,0,0,10000,BIGD,PHY
65757,50,0.61,0.6,5,0,24000,0,0,0,16000,0,0,0,0,40000,QMD,PHY
74425,50,0.04,1.44,87,20000,0,0,0,0,0,0,0,0,0,20000,IGN,IAA
12569,30,0.13,0.26,31.9,0,10500,0,0,0,18600,0,900,0,0,30000,QMD,PHY
16794,56.1,0.19,0.2,28.6,0,4000,0,0,0,15600,0,400,0,0,20000,QMD,PHY
37056,150,0.15,0.48,46,0,6000,0,0,0,24000,0,0,0,0,30000,QMD,PHY
32240,250,0.04,0.35,135,0,0,0,0,15000,15000,0,0,0,0,30000,QMD,AAA
17016,61.3,0.34,0.36,29.2,0,10500,0,0,0,18600,0,900,0,0,30000,QMD,PHY
37395,50,0.17,0.88,17,0,18000,0,0,0,12000,0,0,0,0,30000,QMD,PHY
35181,50,0.07,1.13,280,0,12000,0,0,0,8000,0,0,0,0,20000,QMD,PHY
16932,110.5,0.22,0.64,578,0,7500,0,0,0,7050,0,450,0,0,15000,QMD,PHY
77718,27,0.08,0.36,10.63,0,6000,0,0,0,24000,0,0,0,0,30000,QMD,PHY
39742,50,0.13,2.1,14,6000,48000,0,0,0,6000,0,0,0,0,60000,QMD,PHY
73421,790,0.25,1.14,17,0,12000,1500,0,0,16500,0,0,0,0,30000,QMD,PHY
36922,160,0.08,0.65,62,0,13500,0,0,0,16500,0,0,0,0,30000,QMD,PHY
32046,50,0.17,1.58,34,6000,0,0,0,0,24000,0,0,0,0,30000,VA,PRO
66157,100,0.04,1.4,5,10000,0,0,0,0,0,0,0,0,0,10000,VA,PRO
29652,25,0.08,1.09,165,0,22500,0,0,0,7500,0,0,0,0,30000,VA,PRO
55073,50,0.09,0.81,74,32000,8000,0,0,0,0,0,0,0,0,40000,VA,PRO
38507,480,0.23,2.21,26,4000,28000,4000,0,0,4000,0,0,0,0,40000,VA,IAA
46092,50,0.02,0.9,5,0,28000,0,0,0,12000,0,0,0,0,40000,IGN,IAA
57926,50,0.06,0.46,5,0,1000,0,0,0,9000,0,0,0,0,10000,QMD,PHY
33363,50,0.02,0.88,54,10000,0,0,0,0,0,0,0,0,0,10000,VA,PRO
66111,50,0.02,2.08,36,0,28000,0,0,0,12000,0,0,0,0,40000,VA,AAA
24128,56.6,0.06,0.18,7.68,0,3000,0,0,0,27000,0,0,0,0,30000,FLT,UAL
61230,520,0.01,0.33,40,0,0,0,0,4000,36000,0,0,0,0,40000,IGN,AAA
68938,50,0.05,0.38,31,0,0,0,0,0,30000,0,0,0,0,30000,QMD,PHY
65939,600,0.03,0.63,55,8000,0,0,0,8000,24000,0,0,0,0,40000,IGN,AAA
31537,50,0.02,1.48,49,7000,3000,0,0,0,0,0,0,0,0,10000,VA,AAA
47388,50,0.09,0.33,5,0,4200,0,0,0,37800,0,0,0,0,42000,QMD,AAA
82997,130,1.76,6.56,14,8000,32000,0,0,0,0,0,0,0,0,40000,QMD,AAA
84088,50,0.13,0.88,35,9000,15000,0,0,0,6000,0,0,0,0,30000,VA,IAA
13216,8.4,0.05,0.28,55,0,11200,0,0,0,28000,0,800,0,0,40000,QMD,PHY
35643,50,0.06,2.36,150,0,24000,0,0,0,16000,0,0,0,0,40000,QMD,PHY
74916,50,0.02,0.44,255,0,9000,0,0,0,21000,0,0,0,0,30000,IGN,AAA
51591,470,0.87,3.09,5,16000,40000,0,0,0,24000,0,0,0,0,80000,IGN,IAA
68285,50,0.01,0.92,505,4000,4000,2000,0,0,10000,0,0,0,0,20000,VA,AAA
62363,50,0.26,0.58,42,0,20000,0,0,0,5000,0,0,0,0,25000,QMD,PHY
85636,50,0.14,0.72,37,0,18000,0,0,0,12000,0,0,0,0,30000,QMD,PHY
45847,1080,0.03,0.34,99,0,3000,0,0,6000,21000,0,0,0,0,30000,VA,IAA
86075,50,0.04,0.64,21,3000,7000,0,0,0,0,0,0,0,0,10000,VA,PRO
14698,6,0.06,0.86,94.9,0,22500,0,0,0,27500,0,0,0,0,50000,QMD,PRO
32432,50,0.03,1.4,25,3000,18000,3000,0,0,6000,0,0,0,0,30000,VA,IAA
16622,51,0.09,0.09,4.24,0,6000,0,0,0,14000,0,0,0,0,20000,QMD,PHY
44883,120,0.05,0.05,5,0,3000,0,0,0,27000,0,0,0,0,30000,QMD,PHY
43981,50,0.07,0.68,10,0,18000,0,0,0,12000,0,0,0,0,30000,QMD,PHY
60847,50,0.03,0.74,33,0,12000,0,0,0,28000,0,0,0,0,40000,VA,PRO
85657,50,0.06,0.31,76,0,24000,0,0,0,6000,0,0,0,0,30000,QMD,PHY
24917,46,0.05,0.1,10.8,0,12000,0,0,0,48000,0,0,0,0,60000,QMD,PHY
49339,860,0.04,0.48,50,0,8000,0,0,4000,28000,0,0,0,0,40000,QMD,AAA
57673,50,0.06,0.51,45,0,4000,0,0,0,36000,0,0,0,0,40000,QMD,PHY
46208,50,0.03,0.9,115,0,12000,0,0,0,8000,0,0,0,0,20000,QMD,PHY
28944,25,0.02,0.11,385,0,3000,0,0,0,27000,0,0,0,0,30000,VA,IAA
57346,140,0.09,0.11,12,0,4000,0,0,0,36000,0,0,0,0,40000,IGN,AAA
13743,23.9,0.05,0.14,78,0,6750,0,0,0,38250,0,0,0,0,45000,QMD,IAA
12213,1.8,0.31,0.54,28,4000,10800,0,0,0,24000,0,1200,0,0,40000,QMD,PTS
30541,50,0.02,0.17,5,0,6000,0,0,0,24000,0,0,0,0,30000,QMD,PHY
76525,50,0.1,0.59,88,0,10500,0,0,0,19500,0,0,0,0,30000,QMD,PRO
53352,50,0.09,1.15,81,0,40000,0,0,0,10000,0,0,0,0,50000,QMD,PHY
62311,50,0.25,0.76,19,0,20000,0,0,0,20000,0,0,0,0,40000,QMD,PHY
67065,50,0.06,1.64,14,10000,10000,0,0,0,0,0,0,0,0,20000,VA,IAA
12198,3.9,0.19,0.49,13.45,0,8500,0,0,0,40000,0,1500,0,0,50000,QMD,PHY
67112,50,0.25,0.45,47,0,6000,0,0,0,24000,0,0,0,0,30000,VA,PRO
30889,50,0.12,0.94,110,0,24000,0,0,0,6000,0,0,0,0,30000,IGN,PHY
78187,16.25,0.07,0.1,5.06,0,0,0,0,0,30000,0,0,0,0,30000,QMD,PHY
45506,50,0.03,0.01,5,0,0,0,0,0,20000,0,0,0,0,20000,BIGD,PHY
18576,140,0.02,0.12,6.3,0,9000,0,0,0,35100,0,900,0,0,45000,QMD,PHY
80472,114.22,0.02,0.11,100.52,10000,10000,0,0,0,80000,0,0,0,0,100000,QMD,UAL
54244,50,0.02,0.63,5,6000,12000,0,0,0,12000,0,0,0,0,30000,VA,PRO
31988,50,0.04,1.55,47,4000,12000,0,0,0,24000,0,0,0,0,40000,VA,IAA
12612,6.3,0.03,0.06,5.66,0,3000,0,0,0,7000,0,0,0,0,10000,QMD,PHY
79174,12.15,0.01,0.01,1.38,0,0,0,0,0,40000,0,0,0,0,40000,BIGD,PHY
51935,50,0.12,2.32,93,24000,36000,0,0,0,0,0,0,0,0,60000,VA,PRO
30488,50,0.02,0.69,275,6000,6000,0,0,0,18000,0,0,0,0,30000,VA,IAA
52196,50,0.02,0.1,64,0,4000,0,0,0,36000,0,0,0,0,40000,IGN,AAA
76514,50,0.05,0.66,48,0,12000,0,0,0,28000,0,0,0,0,40000,QMD,PHY
26994,50,0.08,0.75,37,0,25000,0,0,0,25000,0,0,0,0,50000,VA,IAA
12383,9.2,0.17,0.26,24.6,0,4000,0,0,0,15600,0,400,0,0,20000,QMD,PTS
34594,1420,0.03,1.77,19,9000,9000,0,0,0,12000,0,0,0,0,30000,IGN,AAA
82615,50,0.04,1.74,22,6000,15000,0,0,0,9000,0,0,0,0,30000,VA,IAA
50107,50,0.02,0.34,180,0,12000,0,0,0,48000,0,0,0,0,60000,VA,IAA
30341,1700,0.05,1.76,36,4000,12000,0,0,0,24000,0,0,0,0,40000,VA,AAA
33335,50,0.06,2.14,42,24000,4000,0,0,0,12000,0,0,0,0,40000,VA,PRO
18653,40.6,0.01,0.05,4.86,0,0,0,0,0,50000,0,0,0,0,50000,QMD,IAA
65045,50,0.25,0.46,31,7000,2000,0,0,0,1000,0,0,0,0,10000,QMD,PHY
48819,50,0.03,1.32,64,0,21000,0,0,0,9000,0,0,0,0,30000,IGN,IAA
49269,50,0.02,0.65,41,0,15000,0,0,0,15000,0,0,0,0,30000,VA,PRO
62317,830,0.36,1.27,36,8000,26000,0,0,0,6000,0,0,0,0,40000,QMD,PHY
49626,50,0.03,1.63,39,0,28000,0,0,0,12000,0,0,0,0,40000,VA,IAA
39038,50,0.02,0.1,19,0,0,0,0,0,20000,0,0,0,0,20000,BIGD,PHY
48049,50,0.03,0.97,19,6000,21000,0,0,0,3000,0,0,0,0,30000,VA,PRO
29191,50,0.01,1.29,12,0,15000,0,0,0,35000,0,0,0,0,50000,VA,IAA
75987,250,0.04,1.43,10,0,16000,0,0,0,24000,0,0,0,0,40000,VA,AAA
45016,50,0.06,0.76,37,0,14000,0,0,0,6000,0,0,0,0,20000,QMD,PHY
41048,50,0.14,1.06,5,0,28000,0,0,0,12000,0,0,0,0,40000,IGN,IAA
68704,430,0.03,0.49,14,0,0,2000,0,4000,34000,0,0,0,0,40000,IGN,AAA
45480,50,0.12,1.02,54,3000,9000,0,0,0,18000,0,0,0,0,30000,QMD,PHY
12375,7,0.07,0.14,72.3,0,7500,0,0,0,11400,0,1100,0,0,20000,QMD,PTS
14011,21.5,0.04,0.06,13.25,0,4000,0,0,0,36000,0,0,0,0,40000,QMD,PHY
55346,50,0.12,1.42,10,0,20000,0,0,0,30000,0,0,0,0,50000,QMD,PHY
40626,150,0.02,0.72,30,16000,4000,0,0,0,0,0,0,0,0,20000,VA,PRO
83560,170,0.03,0.14,30,0,8000,0,0,0,12000,0,0,0,0,20000,IGN,AAA
29866,50,0.01,1.98,16,0,32000,0,0,0,8000,0,0,0,0,40000,IGN,IAA
17442,8.9,0.02,0.04,2.33,0,2500,0,0,0,7500,0,0,0,0,10000,QMD,PRO
32874,50,0.06,1.79,41,0,24000,0,0,0,6000,0,0,0,0,30000,VA,IAA
78093,76.3,0.04,0.05,7.18,0,0,0,0,0,10000,0,0,0,0,10000,QMD,PRO
66093,50,0.01,1.03,66,0,35000,0,0,0,15000,0,0,0,0,50000,VA,AAA
55674,50,0.01,0.1,5,0,0,0,0,0,20000,0,0,0,0,20000,IGN,AAA
38495,50,0.05,1.16,5,9000,18000,0,0,0,3000,0,0,0,0,30000,VA,IAA
55660,50,0.01,0.56,5,0,8000,0,0,0,32000,0,0,0,0,40000,IGN,AAA
39236,50,0.06,1.01,110,0,20000,0,0,0,20000,0,0,0,0,40000,QMD,PHY
38498,50,0.05,1.61,5,6000,18000,0,0,0,6000,0,0,0,0,30000,VA,IAA
72227,50,0.03,0.68,120,0,8000,0,0,0,2000,0,0,0,0,10000,QMD,AAA
17443,55.9,0.71,0.43,12.65,0,6000,0,0,0,22500,0,1500,0,0,30000,QMD,PRO
