Sample.Number,X,Y,Z,Cu,Au,Mo,As,Cp,Py,TS,Alteration
62095,651768.7,4766614.03,309.2,-0.019,-0.801,-0.584,0.183,0.999,0.675,0.961,AAA
62095,651768.7,4766614.03,309.2,0.046,-0.156,-0.177,-0.552,0.719,0.468,0.772,AAA
62095,651768.7,4766614.03,309.2,0.009,-0.2,-0.237,-1.035,0.576,0.422,0.673,AAA
62095,651768.7,4766614.03,309.2,-0.01,-0.158,-0.121,-0.795,0.737,0.447,0.874,AAA
62095,651768.7,4766614.03,309.2,0.11,-0.097,-0.018,-0.17,0.877,0.564,0.922,AAA
62095,651768.7,4766614.03,309.2,-0.245,0.131,-0.829,-0.32,0.61,0.279,0.742,AAA
62095,651768.7,4766614.03,309.2,-0.015,-0.194,-0.101,-0.375,0.868,0.402,0.932,AAA
62095,651768.7,4766614.03,309.2,0.072,-0.15,-0.299,-0.302,0.743,0.593,0.793,AAA
62095,651768.7,4766614.03,309.2,0.197,0.267,0.152,-0.559,0.688,0.581,0.798,AAA
62095,651768.7,4766614.03,309.2,-0.051,-0.264,-0.444,0.146,0.934,0.536,0.976,AAA
62095,651768.7,4766614.03,309.2,-0.017,-0.614,-0.396,-0.815,0.645,0.366,0.601,AAA
62095,651768.7,4766614.03,309.2,-0.008,-0.54,-0.263,-0.788,0.739,0.454,0.777,AAA
62095,651768.7,4766614.03,309.2,0.045,-0.044,-0.286,-0.79,0.609,0.577,0.754,AAA
62095,651768.7,4766614.03,309.2,-0.067,-0.542,-0.088,-0.695,0.882,0.32,0.924,AAA
62095,651768.7,4766614.03,309.2,-0.018,0.092,-0.405,-0.582,0.561,0.372,0.625,AAA
62095,651768.7,4766614.03,309.2,0.195,-0.388,0.184,-0.609,0.813,0.528,0.786,AAA
62095,651768.7,4766614.03,309.2,-0.155,-0.217,-0.206,-0.759,0.8,0.253,0.935,AAA
62095,651768.7,4766614.03,309.2,0.073,0.291,-0.338,-0.123,0.566,0.32,0.502,AAA
62095,651768.7,4766614.03,309.2,-0.175,-0.328,-0.329,-0.681,0.815,0.295,0.943,AAA
62095,651768.7,4766614.03,309.2,0.024,0.163,-0.214,-0.492,0.665,0.449,0.773,AAA
62095,651768.7,4766614.03,309.2,-0.057,-0.827,-0.701,-0.828,0.615,0.505,0.597,AAA
62095,651768.7,4766614.03,309.2,-0.091,-0.381,-0.287,-1.215,0.591,0.282,0.682,AAA
62095,651768.7,4766614.03,309.2,0.1,-0.178,-0.29,0.427,0.96,0.652,0.932,AAA
62095,651768.7,4766614.03,309.2,0.191,0.322,0.354,-0.138,0.863,0.431,0.893,AAA
62095,651768.7,4766614.03,309.2,-0.073,-0.577,-0.564,-0.937,0.65,0.563,0.771,AAA
62095,651768.7,4766614.03,309.2,-0.132,0.251,-0.406,-0.389,0.609,0.11,0.638,AAA
62095,651768.7,4766614.03,309.2,0.04,-0.599,-0.266,-0.895,0.711,0.571,0.771,AAA
62095,651768.7,4766614.03,309.2,0.013,-0.483,-0.338,-0.782,0.678,0.493,0.713,AAA
62095,651768.7,4766614.03,309.2,0.068,0.25,0.01,-0.718,0.705,0.564,0.924,AAA
62095,651768.7,4766614.03,309.2,0.061,-0.212,-0.35,-0.141,0.811,0.655,0.871,AAA
62095,651768.7,4766614.03,309.2,-0.015,-0.112,0.226,-1.089,0.793,0.319,0.968,AAA
62119,651746.82,4766622.92,267.42,3.49,1.39,-0.869,-0.022,0.907,-2.163,0.675,IAA
62119,651746.82,4766622.92,267.42,3.471,2,-0.22,-0.085,1.064,-2.382,0.968,IAA
62119,651746.82,4766622.92,267.42,3.628,2.131,-0.307,-0.657,0.666,-2.311,0.523,IAA
62119,651746.82,4766622.92,267.42,3.691,1.595,0.002,-0.234,1.103,-2.083,0.95,IAA
62119,651746.82,4766622.92,267.42,3.38,1.423,-0.791,-0.175,1.039,-2.136,0.975,IAA
62119,651746.82,4766622.92,267.42,3.732,1.689,-0.42,0.643,1.105,-1.95,0.825,IAA
62119,651746.82,4766622.92,267.42,3.502,1.795,-0.61,-0.022,0.954,-2.168,0.832,IAA
62119,651746.82,4766622.92,267.42,3.508,1.109,-0.872,-0.328,0.853,-2.167,0.582,IAA
62119,651746.82,4766622.92,267.42,3.739,1.943,-0.348,0.173,0.896,-2.072,0.648,IAA
62119,651746.82,4766622.92,267.42,3.321,1.208,-1.078,-0.524,0.877,-2.155,0.803,IAA
62119,651746.82,4766622.92,267.42,3.494,1.87,-0.692,-0.34,0.774,-2.247,0.646,IAA
62119,651746.82,4766622.92,267.42,3.323,1.38,-0.604,-0.191,1.071,-2.493,0.881,IAA
62119,651746.82,4766622.92,267.42,3.349,1.498,-0.736,-0.393,0.906,-2.428,0.746,IAA
62119,651746.82,4766622.92,267.42,3.675,1.262,-0.53,0.442,1.189,-1.828,0.962,IAA
62119,651746.82,4766622.92,267.42,3.731,2.195,-0.052,0.512,1.069,-2.204,0.818,IAA
62119,651746.82,4766622.92,267.42,3.455,1.637,-0.813,-0.049,0.889,-2.237,0.707,IAA
62119,651746.82,4766622.92,267.42,3.479,1.122,-0.409,-0.424,1.147,-2.104,1.051,IAA
62119,651746.82,4766622.92,267.42,3.572,1.291,-0.483,0.499,1.254,-2.053,1.006,IAA
62119,651746.82,4766622.92,267.42,3.722,1.099,0.115,0.347,1.383,-2.146,1.026,IAA
62119,651746.82,4766622.92,267.42,3.637,1.974,0.074,-0.116,1.05,-2.355,0.858,IAA
62119,651746.82,4766622.92,267.42,3.567,1.161,-0.488,-0.023,1.193,-1.899,1.077,IAA
62119,651746.82,4766622.92,267.42,3.623,1.317,-0.567,0.174,1.054,-2.032,0.789,IAA
62119,651746.82,4766622.92,267.42,3.338,0.56,-0.966,-0.539,1.005,-2.278,0.744,IAA
62119,651746.82,4766622.92,267.42,3.628,1.07,-0.426,0.159,1.163,-2.07,0.855,IAA
62119,651746.82,4766622.92,267.42,3.7,1.701,-0.53,0.59,1.063,-1.944,0.804,IAA
62119,651746.82,4766622.92,267.42,3.641,1.779,-0.332,0.902,1.319,-1.949,1.138,IAA
62119,651746.82,4766622.92,267.42,3.339,0.919,-0.546,-0.554,1.112,-2.407,0.926,IAA
62119,651746.82,4766622.92,267.42,3.517,1.352,-0.419,0.157,1.192,-2.173,0.989,IAA
62119,651746.82,4766622.92,267.42,3.496,1.437,-0.287,-0.166,1.163,-2.212,1.039,IAA
62119,651746.82,4766622.92,267.42,3.537,1.089,-0.582,0.358,1.196,-2.159,0.877,IAA
62119,651746.82,4766622.92,267.42,3.531,1.736,-0.411,-0.338,0.923,-2.244,0.791,IAA
62119,651746.82,4766622.92,267.42,3.466,0.911,-0.944,-0.058,1.025,-2.062,0.779,IAA
62119,651746.82,4766622.92,267.42,3.579,1.187,-0.19,0.002,1.304,-2.019,1.164,IAA
62119,651746.82,4766622.92,267.42,3.471,1.301,-0.368,-0.553,1.008,-2.338,0.833,IAA
62119,651746.82,4766622.92,267.42,3.525,1.651,-0.595,-0.06,0.911,-2.28,0.679,IAA
62119,651746.82,4766622.92,267.42,3.633,0.907,-0.198,-0.414,1.117,-2.162,0.829,IAA
62119,651746.82,4766622.92,267.42,3.405,0.976,-1.073,0.133,1.029,-2.146,0.76,IAA
62119,651746.82,4766622.92,267.42,3.613,1.602,-0.61,0.268,1.017,-2.011,0.809,IAA
62119,651746.82,4766622.92,267.42,3.245,1.232,-0.781,-0.352,1.007,-2.581,0.798,IAA
62119,651746.82,4766622.92,267.42,3.495,1.363,-0.665,0.076,1.049,-2.176,0.829,IAA
62119,651746.82,4766622.92,267.42,3.489,0.874,-0.913,0.173,1.112,-2.014,0.846,IAA
62119,651746.82,4766622.92,267.42,3.417,0.86,-0.821,0.297,1.195,-2.242,0.866,IAA
62119,651746.82,4766622.92,267.42,3.719,1.821,-0.225,0.128,1.055,-1.945,0.912,IAA
62119,651746.82,4766622.92,267.42,3.803,1.565,-0.238,0.159,1.047,-1.866,0.812,IAA
62119,651746.82,4766622.92,267.42,3.672,1.509,-0.303,-0.301,0.938,-2.107,0.72,IAA
62119,651746.82,4766622.92,267.42,3.585,1.534,-0.567,0.586,1.164,-2.055,0.919,IAA
62119,651746.82,4766622.92,267.42,3.772,1.659,0.104,-0.352,1.039,-2.035,0.877,IAA
62119,651746.82,4766622.92,267.42,3.702,1.913,-0.312,-0.267,0.876,-1.975,0.775,IAA
62119,651746.82,4766622.92,267.42,3.36,1.017,-0.926,-0.483,0.95,-2.207,0.796,IAA
62119,651746.82,4766622.92,267.42,3.526,1.625,-0.503,0.102,1.046,-2.202,0.856,IAA
62145,651722.43,4766632.8,222.57,2.043,0.474,-1.638,0.225,1.162,-2.075,-0.287,IAA
62145,651722.43,4766632.8,222.57,2.176,0.517,-1.238,-0.248,1.147,-1.936,-0.213,IAA
62145,651722.43,4766632.8,222.57,2.254,0.18,-1.204,0.32,1.369,-1.808,-0.112,IAA
62145,651722.43,4766632.8,222.57,2.266,0.296,-1.13,-0.158,1.19,-1.909,-0.274,IAA
62145,651722.43,4766632.8,222.57,2.258,0.655,-1.378,0.326,1.141,-1.862,-0.326,IAA
62145,651722.43,4766632.8,222.57,2.167,0.449,-1.163,-0.062,1.305,-1.849,-0.011,IAA
62145,651722.43,4766632.8,222.57,2.348,0.986,-0.905,-0.285,1.078,-1.816,-0.228,IAA
62145,651722.43,4766632.8,222.57,2.264,0.674,-1.181,0.069,1.139,-1.935,-0.306,IAA
62145,651722.43,4766632.8,222.57,2.302,1.287,-0.854,-0.537,1.002,-1.864,-0.192,IAA
62145,651722.43,4766632.8,222.57,2.091,0.747,-1.188,-0.414,1.099,-2.125,-0.217,IAA
62145,651722.43,4766632.8,222.57,2.186,0.207,-1.099,-0.133,1.261,-2.068,-0.232,IAA
62145,651722.43,4766632.8,222.57,2.16,0.245,-1.377,-0.117,1.181,-1.938,-0.257,IAA
62145,651722.43,4766632.8,222.57,2.16,0.735,-0.976,-0.278,1.225,-2.023,-0.075,IAA
62145,651722.43,4766632.8,222.57,2.083,0.248,-1.581,-0.16,1.165,-1.877,-0.192,IAA
62145,651722.43,4766632.8,222.57,2.363,0.343,-0.981,0.099,1.349,-1.615,-0.028,IAA
62145,651722.43,4766632.8,222.57,2.232,1.161,-1.015,-0.353,1.027,-1.972,-0.237,IAA
62145,651722.43,4766632.8,222.57,1.911,0.316,-2.013,-0.452,0.966,-1.996,-0.329,IAA
62145,651722.43,4766632.8,222.57,2.394,1.029,-0.742,0.166,1.26,-1.772,-0.076,IAA
62145,651722.43,4766632.8,222.57,2.281,0.773,-0.922,-0.534,1.012,-2.077,-0.399,IAA
62145,651722.43,4766632.8,222.57,2.359,1.043,-0.912,-0.248,1.035,-1.878,-0.316,IAA
62145,651722.43,4766632.8,222.57,2.043,0.675,-1.337,0.383,1.368,-2.006,0.041,IAA
62145,651722.43,4766632.8,222.57,2.185,0.953,-1.303,0.343,1.16,-1.985,-0.238,IAA
62145,651722.43,4766632.8,222.57,2.179,0.394,-1.197,0.191,1.358,-1.85,-0.016,IAA
62145,651722.43,4766632.8,222.57,2.018,0.401,-1.205,0.178,1.402,-2.174,-0.002,IAA
62145,651722.43,4766632.8,222.57,2.213,0.955,-1.126,-0.022,1.129,-1.969,-0.212,IAA
62145,651722.43,4766632.8,222.57,2.159,0.506,-1.235,0.344,1.355,-1.911,-0.04,IAA
62145,651722.43,4766632.8,222.57,2.185,0.492,-1.429,-0.842,0.874,-1.895,-0.447,IAA
62145,651722.43,4766632.8,222.57,2.225,0.373,-1.329,0.463,1.306,-1.868,-0.187,IAA
62145,651722.43,4766632.8,222.57,2.144,0.695,-1.344,-0.013,1.094,-2.085,-0.339,IAA
62145,651722.43,4766632.8,222.57,2.492,1.501,-0.431,0.241,1.276,-1.704,0.021,IAA
62145,651722.43,4766632.8,222.57,2.048,0.711,-1.413,-0.34,1.037,-2.152,-0.312,IAA
62145,651722.43,4766632.8,222.57,2.441,1.169,-0.725,0.63,1.313,-1.797,-0.11,IAA
62145,651722.43,4766632.8,222.57,2.101,0.502,-1.67,-0.327,0.981,-1.896,-0.358,IAA
62145,651722.43,4766632.8,222.57,2.417,1.02,-1.034,-0.17,1.001,-1.696,-0.336,IAA
62145,651722.43,4766632.8,222.57,2.135,0.708,-1.074,-0.404,1.178,-1.996,-0.089,IAA
62145,651722.43,4766632.8,222.57,2.172,1.191,-1.4,-0.417,0.879,-1.902,-0.345,IAA
62145,651722.43,4766632.8,222.57,2.029,0.538,-1.506,-0.26,1.121,-2.018,-0.187,IAA
62145,651722.43,4766632.8,222.57,2.385,1.043,-0.72,0.134,1.245,-1.837,-0.111,IAA
62145,651722.43,4766632.8,222.57,2.24,0.192,-1.02,0.357,1.452,-1.92,-0.048,IAA
62145,651722.43,4766632.8,222.57,1.965,-0.112,-1.476,-0.351,1.266,-2.162,-0.166,IAA
62145,651722.43,4766632.8,222.57,2.052,0.564,-1.679,0.076,1.068,-2.069,-0.362,IAA
62145,651722.43,4766632.8,222.57,2.133,0.735,-0.962,-0.059,1.35,-1.973,0.087,IAA
62145,651722.43,4766632.8,222.57,2.417,0.946,-1.033,-0.026,1.045,-1.729,-0.342,IAA
62145,651722.43,4766632.8,222.57,2.27,0.191,-1.144,-0.015,1.281,-1.812,-0.168,IAA
62145,651722.43,4766632.8,222.57,2.215,0.551,-1.296,-0.401,1.017,-1.934,-0.37,IAA
62145,651722.43,4766632.8,222.57,2.24,1.115,-0.945,0.164,1.198,-2.027,-0.16,IAA
62145,651722.43,4766632.8,222.57,2.097,0.697,-1.419,0.08,1.143,-2.055,-0.248,IAA
62145,651722.43,4766632.8,222.57,2.346,1.008,-0.869,-0.485,1.047,-1.794,-0.21,IAA
62145,651722.43,4766632.8,222.57,2.253,0.555,-0.971,-0.451,1.164,-1.888,-0.161,IAA
62145,651722.43,4766632.8,222.57,2.129,0.563,-1.366,-0.778,0.951,-1.962,-0.335,IAA
62147,651720.51,4766633.57,219.15,2.238,1.207,-0.756,0.239,1.816,-0.956,0.947,IAA
62147,651720.51,4766633.57,219.15,2.278,0.188,-1.148,0.055,1.799,-0.731,0.778,IAA
62147,651720.51,4766633.57,219.15,2.256,0.664,-1.177,0.305,1.732,-0.848,0.717,IAA
62147,651720.51,4766633.57,219.15,2.23,0.49,-0.956,0.311,1.829,-1.09,0.705,IAA
62147,651720.51,4766633.57,219.15,2.327,0.618,-0.999,0.155,1.714,-0.858,0.663,IAA
62147,651720.51,4766633.57,219.15,1.956,0.381,-1.929,-0.263,1.446,-1.077,0.458,IAA
62147,651720.51,4766633.57,219.15,2.241,1.017,-0.98,0.088,1.617,-1.111,0.586,IAA
62147,651720.51,4766633.57,219.15,2.042,0.01,-1.228,-0.066,1.854,-1.159,0.78,IAA
62147,651720.51,4766633.57,219.15,2.298,0.892,-0.932,-0.178,1.628,-0.864,0.705,IAA
62147,651720.51,4766633.57,219.15,2.21,0.52,-1.368,0.101,1.627,-0.894,0.588,IAA
62147,651720.51,4766633.57,219.15,1.982,0.414,-1.496,-0.168,1.657,-1.15,0.682,IAA
62147,651720.51,4766633.57,219.15,2.299,0.423,-1.026,-0.007,1.727,-0.853,0.685,IAA
62147,651720.51,4766633.57,219.15,2.063,0.493,-1.36,-0.24,1.637,-1.066,0.681,IAA
62147,651720.51,4766633.57,219.15,2.082,0.523,-1.565,0.157,1.672,-0.907,0.711,IAA
62147,651720.51,4766633.57,219.15,2.098,0.469,-1.36,0.158,1.654,-1.227,0.515,IAA
62147,651720.51,4766633.57,219.15,2.096,0.653,-1.364,-0.138,1.57,-1.122,0.562,IAA
62147,651720.51,4766633.57,219.15,2.168,0.898,-0.968,-0.103,1.68,-1.102,0.732,IAA
62147,651720.51,4766633.57,219.15,2.204,0.722,-1.461,0.38,1.593,-0.959,0.508,IAA
62147,651720.51,4766633.57,219.15,2.343,0.555,-0.418,-0.317,1.878,-0.92,0.932,IAA
62147,651720.51,4766633.57,219.15,2.364,1.173,-0.744,-0.101,1.618,-0.872,0.703,IAA
62147,651720.51,4766633.57,219.15,2.105,0.28,-1.274,-0.124,1.723,-1.053,0.696,IAA
62147,651720.51,4766633.57,219.15,2.224,0.836,-0.711,-0.097,1.77,-1.121,0.792,IAA
62147,651720.51,4766633.57,219.15,2.248,0.493,-0.968,0.308,1.853,-0.962,0.787,IAA
62147,651720.51,4766633.57,219.15,2.23,0.314,-0.937,-0.116,1.789,-1.001,0.739,IAA
62147,651720.51,4766633.57,219.15,2.26,1.162,-0.774,0.093,1.701,-1.068,0.745,IAA
62147,651720.51,4766633.57,219.15,2.257,-0.052,-0.951,-0.027,1.854,-1,0.695,IAA
62147,651720.51,4766633.57,219.15,2.182,0.814,-0.94,0.171,1.863,-0.897,0.984,IAA
62147,651720.51,4766633.57,219.15,2.214,0.809,-1.164,0.486,1.742,-1.017,0.676,IAA
62147,651720.51,4766633.57,219.15,2.299,0.848,-0.917,-0.009,1.64,-0.995,0.612,IAA
62147,651720.51,4766633.57,219.15,2.312,1.332,-0.62,0.205,1.738,-1.038,0.796,IAA
62147,651720.51,4766633.57,219.15,2.128,0.663,-1.52,0.036,1.59,-0.882,0.646,IAA
62147,651720.51,4766633.57,219.15,2.289,1.206,-1.095,-0.012,1.517,-0.885,0.596,IAA
62147,651720.51,4766633.57,219.15,2.19,0.316,-1.415,-0.275,1.564,-0.872,0.554,IAA
62147,651720.51,4766633.57,219.15,2.401,0.783,-0.927,0.33,1.748,-0.705,0.739,IAA
62147,651720.51,4766633.57,219.15,2.059,0.89,-1.315,-0.304,1.526,-1.159,0.606,IAA
62147,651720.51,4766633.57,219.15,2.122,1.367,-1.362,-0.297,1.353,-1.092,0.486,IAA
62147,651720.51,4766633.57,219.15,2.324,0.6,-0.81,-0.418,1.666,-0.847,0.724,IAA
62147,651720.51,4766633.57,219.15,2.455,1.225,-0.389,0.249,1.777,-0.954,0.761,IAA
62147,651720.51,4766633.57,219.15,2.142,0.439,-1.051,-0.111,1.779,-1.051,0.788,IAA
62147,651720.51,4766633.57,219.15,2.205,0.402,-1.116,-0.1,1.684,-1.043,0.612,IAA
62147,651720.51,4766633.57,219.15,2.341,0.478,-1.025,-0.116,1.629,-0.867,0.557,IAA
62147,651720.51,4766633.57,219.15,2.037,0.602,-1.199,-0.015,1.733,-1.237,0.726,IAA
62147,651720.51,4766633.57,219.15,2.203,0.575,-1.45,-0.168,1.554,-0.754,0.631,IAA
62147,651720.51,4766633.57,219.15,2.098,0.534,-1.19,-0.14,1.701,-1.101,0.717,IAA
62147,651720.51,4766633.57,219.15,2.063,0.505,-1.565,0.047,1.631,-0.994,0.647,IAA
62147,651720.51,4766633.57,219.15,2.164,0.79,-1.225,0.015,1.627,-1.024,0.645,IAA
62147,651720.51,4766633.57,219.15,2.229,0.527,-0.918,-0.257,1.713,-1.002,0.722,IAA
62147,651720.51,4766633.57,219.15,2.353,1.005,-0.779,-0.362,1.53,-0.971,0.558,IAA
62147,651720.51,4766633.57,219.15,2.1,0.67,-1.25,-0.423,1.521,-1.175,0.535,IAA
62147,651720.51,4766633.57,219.15,2.19,0.185,-0.97,-0.659,1.696,-0.97,0.736,IAA
62156,651711.81,4766637.06,203.78,0.5,0.116,0.293,-0.231,0.497,-0.474,-0.613,IAA
62156,651711.81,4766637.06,203.78,0.251,0.176,-0.328,0.148,0.471,-0.608,-0.623,IAA
62156,651711.81,4766637.06,203.78,0.389,0.396,-0.182,0.071,0.361,-0.522,-0.743,IAA
62156,651711.81,4766637.06,203.78,0.733,0.736,0.76,0.728,0.792,-0.116,-0.241,IAA
62156,651711.81,4766637.06,203.78,0.199,0.269,-0.659,-0.297,0.251,-0.457,-0.697,IAA
62156,651711.81,4766637.06,203.78,0.396,0.464,0.297,0.577,0.734,-0.594,-0.368,IAA
62156,651711.81,4766637.06,203.78,0.385,0.745,0.26,0.404,0.647,-0.515,-0.332,IAA
62156,651711.81,4766637.06,203.78,0.636,1.055,0.628,0.443,0.568,-0.383,-0.463,IAA
62156,651711.81,4766637.06,203.78,0.157,0.282,-0.084,-0.305,0.484,-0.803,-0.51,IAA
62156,651711.81,4766637.06,203.78,0.385,0.241,0.245,0.633,0.747,-0.677,-0.452,IAA
62156,651711.81,4766637.06,203.78,0.35,0.657,-0.067,0.452,0.538,-0.501,-0.485,IAA
62156,651711.81,4766637.06,203.78,0.484,1.352,0.002,0.582,0.293,-0.549,-0.77,IAA
62156,651711.81,4766637.06,203.78,0.375,-0.631,-0.402,-0.239,0.508,-0.205,-0.589,IAA
62156,651711.81,4766637.06,203.78,0.461,0.458,0.127,0.524,0.667,-0.301,-0.354,IAA
62156,651711.81,4766637.06,203.78,0.552,0.634,-0.136,0.609,0.465,-0.134,-0.579,IAA
62156,651711.81,4766637.06,203.78,0.64,0.662,0.207,0.934,0.602,-0.254,-0.567,IAA
62156,651711.81,4766637.06,203.78,0.674,0.76,0.617,0.542,0.631,-0.331,-0.474,IAA
62156,651711.81,4766637.06,203.78,0.412,0.383,0.041,0.652,0.644,-0.505,-0.496,IAA
62156,651711.81,4766637.06,203.78,0.426,0.392,0.021,0.132,0.41,-0.63,-0.765,IAA
62156,651711.81,4766637.06,203.78,0.522,0.38,0.4,0.013,0.554,-0.461,-0.529,IAA
62156,651711.81,4766637.06,203.78,0.47,0.225,0.095,0.256,0.579,-0.371,-0.513,IAA
62156,651711.81,4766637.06,203.78,0.259,0.432,-0.267,0.457,0.492,-0.707,-0.645,IAA
62156,651711.81,4766637.06,203.78,0.469,0.576,0.049,0.811,0.653,-0.346,-0.43,IAA
62156,651711.81,4766637.06,203.78,0.326,0.43,0.008,0.044,0.507,-0.574,-0.515,IAA
62156,651711.81,4766637.06,203.78,0.405,0.567,0.076,0.609,0.607,-0.536,-0.499,IAA
62156,651711.81,4766637.06,203.78,0.628,0.689,0.081,0.948,0.559,-0.211,-0.594,IAA
62156,651711.81,4766637.06,203.78,0.149,0.277,-0.457,-0.062,0.371,-0.756,-0.691,IAA
62156,651711.81,4766637.06,203.78,0.327,-0.081,-0.059,0.488,0.771,-0.417,-0.315,IAA
62156,651711.81,4766637.06,203.78,0.53,0.998,0.297,0.559,0.564,-0.338,-0.42,IAA
62156,651711.81,4766637.06,203.78,0.346,0.327,-0.275,-0.107,0.345,-0.46,-0.688,IAA
62156,651711.81,4766637.06,203.78,0.562,0.126,0.349,0.336,0.664,-0.37,-0.499,IAA
62156,651711.81,4766637.06,203.78,0.504,0.571,0.545,0.484,0.755,-0.461,-0.298,IAA
62156,651711.81,4766637.06,203.78,0.562,0.487,0.508,0.017,0.555,-0.445,-0.518,IAA
62156,651711.81,4766637.06,203.78,0.399,-0.246,0.249,0.261,0.827,-0.432,-0.285,IAA
62156,651711.81,4766637.06,203.78,0.462,0.353,0.137,-0.123,0.416,-0.515,-0.681,IAA
62156,651711.81,4766637.06,203.78,0.431,0.466,0.25,0.527,0.68,-0.523,-0.418,IAA
62156,651711.81,4766637.06,203.78,0.206,-0.581,-0.258,-0.25,0.636,-0.536,-0.448,IAA
62156,651711.81,4766637.06,203.78,0.475,-0.008,0.217,0.02,0.624,-0.373,-0.466,IAA
62156,651711.81,4766637.06,203.78,0.429,0.369,0.181,0.235,0.556,-0.575,-0.572,IAA
62156,651711.81,4766637.06,203.78,0.384,0.357,0.081,0.009,0.496,-0.552,-0.568,IAA
62156,651711.81,4766637.06,203.78,0.303,0.601,0.251,0.096,0.565,-0.788,-0.489,IAA
62156,651711.81,4766637.06,203.78,0.429,0.54,0.281,0.225,0.548,-0.639,-0.566,IAA
62156,651711.81,4766637.06,203.78,0.36,0.266,0.086,0.017,0.603,-0.416,-0.371,IAA
62156,651711.81,4766637.06,203.78,0.564,0.465,0.223,0.344,0.588,-0.203,-0.438,IAA
62156,651711.81,4766637.06,203.78,0.292,-0.147,-0.436,0.623,0.661,-0.386,-0.474,IAA
62156,651711.81,4766637.06,203.78,0.717,0.648,0.558,0.441,0.583,-0.229,-0.527,IAA
62156,651711.81,4766637.06,203.78,0.353,0.043,-0.042,0.375,0.597,-0.648,-0.618,IAA
62156,651711.81,4766637.06,203.78,0.584,0.267,0.858,-0.164,0.74,-0.407,-0.282,IAA
62156,651711.81,4766637.06,203.78,0.269,0.317,-0.196,0.498,0.645,-0.494,-0.385,IAA
62156,651711.81,4766637.06,203.78,0.524,0.707,0.277,0.57,0.556,-0.508,-0.585,IAA
62162,651705.96,4766639.42,193.57,1.249,0.786,0.441,0.226,1.474,-1.339,0.07,PHY
62162,651705.96,4766639.42,193.57,1.184,0.685,0.199,0.741,1.547,-1.425,0.032,PHY
62162,651705.96,4766639.42,193.57,0.982,-0.235,-0.135,-0.391,1.435,-1.468,-0.008,PHY
62162,651705.96,4766639.42,193.57,1.172,0.844,0.334,0.366,1.493,-1.43,0.085,PHY
62162,651705.96,4766639.42,193.57,1.32,1.16,0.561,0.683,1.444,-1.516,-0.099,PHY
62162,651705.96,4766639.42,193.57,1.096,0.708,0.051,0.598,1.456,-1.574,-0.068,PHY
62162,651705.96,4766639.42,193.57,1.326,1.382,0.552,0.575,1.428,-1.329,0.043,PHY
62162,651705.96,4766639.42,193.57,1.223,0.942,0.585,0.219,1.477,-1.522,0.047,PHY
62162,651705.96,4766639.42,193.57,1.141,1.106,0.226,0.82,1.492,-1.557,0.014,PHY
62162,651705.96,4766639.42,193.57,1.433,0.64,0.74,0.71,1.689,-1.138,0.197,PHY
62162,651705.96,4766639.42,193.57,1.119,1.095,0.049,1.051,1.524,-1.466,0.061,PHY
62162,651705.96,4766639.42,193.57,1.233,0.518,0.475,0.407,1.535,-1.552,-0.044,PHY
62162,651705.96,4766639.42,193.57,0.946,0.334,0.006,0.002,1.429,-1.768,-0.07,PHY
62162,651705.96,4766639.42,193.57,1.368,0.491,0.689,0.607,1.688,-1.257,0.165,PHY
62162,651705.96,4766639.42,193.57,1.279,1.249,0.26,0.83,1.397,-1.381,-0.083,PHY
62162,651705.96,4766639.42,193.57,1.12,1.377,0.291,0.187,1.267,-1.661,-0.117,PHY
62162,651705.96,4766639.42,193.57,1.265,0.692,0.807,0.898,1.841,-1.444,0.338,PHY
62162,651705.96,4766639.42,193.57,1.078,0.76,0.064,0.379,1.39,-1.619,-0.106,PHY
62162,651705.96,4766639.42,193.57,1.321,0.894,0.501,0.741,1.514,-1.436,-0.049,PHY
62162,651705.96,4766639.42,193.57,1.157,0.627,0.144,0.606,1.491,-1.493,-0.044,PHY
62162,651705.96,4766639.42,193.57,1.22,0.805,0.545,0.901,1.732,-1.41,0.263,PHY
62162,651705.96,4766639.42,193.57,0.99,0.502,0.136,0.334,1.579,-1.61,0.151,PHY
62162,651705.96,4766639.42,193.57,1.251,1.193,0.178,0.621,1.366,-1.298,-0.038,PHY
62162,651705.96,4766639.42,193.57,1.264,1.031,0.61,-0.077,1.382,-1.415,0.03,PHY
62162,651705.96,4766639.42,193.57,1.272,1.096,0.56,0.771,1.565,-1.451,0.089,PHY
62162,651705.96,4766639.42,193.57,1.252,0.957,0.904,0.182,1.581,-1.601,0.145,PHY
62162,651705.96,4766639.42,193.57,1.182,0.759,0.058,-0.089,1.203,-1.44,-0.241,PHY
62162,651705.96,4766639.42,193.57,1.005,0.555,-0.366,0.494,1.344,-1.522,-0.156,PHY
62162,651705.96,4766639.42,193.57,1.272,0.929,0.624,0.344,1.48,-1.527,-0.012,PHY
62162,651705.96,4766639.42,193.57,1.121,0.54,0.399,0.015,1.46,-1.654,-0.034,PHY
62162,651705.96,4766639.42,193.57,1.291,0.362,0.551,0.225,1.556,-1.395,0.02,PHY
62162,651705.96,4766639.42,193.57,1.093,0.694,0.564,0.804,1.792,-1.638,0.311,PHY
62162,651705.96,4766639.42,193.57,1.081,1.098,0.182,0.306,1.4,-1.525,0.051,PHY
